Código Proyecto,Foco Apoyo,Tipo Intervención,Instrumento,Instrumento Homologado,Estado Data,Tipo Persona,Rut Beneficiario,Beneficiario,Título,Objetivo,Año Adjudicación,Financiamiento Innova,Aprobado Privado,Aprobado Privado Pecuniario,Monto Certificado Ley,Tipo Innovación,Mercado Objetivo,Criterio Mujer,Género,Sostenible,ODS principal,Meta principal,Economía Circular,Modelo de Circularidad,Región,Tramo Ventas,Inicio Actividad Económica,Sector Económico,Patron principal asociado,Tipo proyecto,R principal,Estrategia R Principal,Ley REP,Ley REP (Sí/No),ERNC,Tendencia Final
12IDL2-13632,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81494400-K,UNIVERSIDAD DE CONCEPCIÓN,desarrollo de un producto sustentado en un probiótico con impacto en la prevención de caries infantiles,"desarrollar a través de aplicaciones biotecnológicas, un producto anticaries probiótico, con alto impacto en la prevención de esta patología en la población escolar chilena y competitivo en el mercado nacional e internacional",2012,$165.700.000,$45.000.000,$45.000.000,,Producto,Salud y Farmacéutica (en humanos),No,Femenino,Sí,ODS3,3.b,No,,Región del Biobío,Grande,1993-01-01,Agrícola (excepto vitivinícola),,Innovación Social,,,No,,,Sin tendencia
12IDL2-13628,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,61312000-9,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS - INIA,desarrollo de nuevos prototipos de avena para una alimentación saludable: integración de estrategias biotecnológicas para mejora,"desarrollar nuevos prototipos de avena, capaces de producir un grano con mayor proporción de nutrientes de alta calidad nutricional, alineados con la demanda actual de alimentos saludables y que contribuyan a mejorar la sustentabilidad del cultivo y la baja calidad de índices de salud de la población.",2012,$124.916.913,$45.221.004,$45.221.004,,Producto,Agrícola (excepto cultivo de uvas),No,Femenino,Sí,ODS2,2.a,No,,Región de La Araucanía,Grande,1993-01-01,Servicios de ingeniería o de conocimiento,,Producción Sostenible,,,No,,,Sin tendencia
12IDL2-13582,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,76353110-4,SOCIEDAD DE SERVICIOS PROFESIONALES ECOSISTEMA LIMITADA,sistema de alerta ambiental temprana en salmonicultura saat-salmon,desarrollar un sistema de monitoreo continuo y un modelo matemático predictivo con su software asociado (saat-salmon) enfocado a la toma de decisiones productivas a corto y mediano plazo para determinar la capacidad de carga de los centros de cultivo que permitan equilibrar los retornos económicos de esta actividad con un uso sustentable del entorno ambiental.,2012,$65.370.000,$31.964.460,$31.964.460,,Servicio,Pesca y acuicultura,No,Femenino,Sí,ODS14,14.1,No,,Región de los Lagos,Pequeña,2005-11-03,Industria creativa y de esparcimiento,,Producción Sostenible,,,No,,,Sin tendencia
12IDL2-13385,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81494400-K,UNIVERSIDAD DE CONCEPCIÓN,"proceso zero waste para valorizar escorias de una fundición de cobre recuperando cobre, molibdeno, zinc, hierro y sílice","desarrollar un proceso innovador y de tecnología eficiente y rentable para la recuperación de cobre, molibdeno, zinc, hierro y sílice desde escorias de fundición de cobre. se busca validar el concepto innovador del proceso con el diseño y operación de reactores prototipos obteniendo información para evaluar la aplicación comercial a escorias generadas en las fundiciones de cobre nacionales.",2012,$179.555.570,$47.999.974,$47.999.974,,Proceso,Minería y metalurgia extractiva,No,Masculino,Sí,ODS12,12.5,Sí,Recuperación de Recursos,Región del Biobío,Grande,1993-01-01,Agrícola (excepto vitivinícola),Reciclar,Economía Circular,R8 Reciclar,Aplicación útil de materiales,No,,,Sin tendencia
12IDL2-13359,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,77337020-6,BIOCAF S.A.,"producción y masificación de ibalia leucospoides, parasitoide de sirex noctilo, utilizando tecnicas biotecnologicas","desarrollar un método artificial de crianza masiva  y liberación de ibalia leucospoides, parasitoide de la plaga de pino sirex noctilo, utilizando herramientas biotecnológicas, que permitan mantener las poblaciones de la plaga bajo control, mediante liberaciones anuales del parasitoide   objetivos específicos 1.- establecer una crianza artificial y masiva del hospedero alternativo urocerus gigas gigas 2.- escalar la producción de ibalia leucospoides en trozas infestadas con urocerus 3.- establecer, en rodales con sirex, poblaciones de ibalia  que regulen y supriman la plaga 4.- establecer, en rodales libres de sirex, poblaciones de urocerus e ibalia en trozas de pino tratadas,  para evitar el ingreso de la plaga",2012,$141.430.000,$35.750.000,$35.750.000,,Proceso,Forestal,No,Masculino,No,,,,,Región del Biobío,Pequeña,1999-09-21,Agrícola (excepto vitivinícola),,,,,No,,,Sin tendencia
12IDL2-13353,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81494400-K,UNIVERSIDAD DE CONCEPCIÓN,formulación de un alimento funcional para salmonídeos con extracto de corteza de pino radiata con propiedades benéficas,"desarrollar un alimento funcional para salmonídeos en fase de agua dulce, que integre un aditivo natural extraído de  la corteza de pinus radiata cuyas propiedades antioxidantes y anti-inflamatorias favorezcan el desarrollo somático y la actividad inmunológica de los peces.",2012,$179.696.000,$64.800.000,$64.800.000,,Producto,Pesca y acuicultura,No,Femenino,No,,,,,Región del Biobío,Grande,1993-01-01,Agrícola (excepto vitivinícola),,,,,No,,,Sin tendencia
12IDL2-13351,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81494400-K,UNIVERSIDAD DE CONCEPCIÓN,desarrollo de un inmunoensayo múltiple para nuevos biomarcadores como herramienta para la predicción del riesgo cardiovascular g,"desarrollar un inmunoensayo múltiple para cuantificar tres nuevos biomarcadores plasmáticos (slox-1, lp-pla2 y adma) con el fin de mejorar la estimación del riesgo cardiovascular global.",2012,$89.663.020,$22.800.000,$22.800.000,,Proceso,Salud y Farmacéutica (en humanos),No,Masculino,No,,,,,Región del Biobío,Grande,1993-01-01,Agrícola (excepto vitivinícola),,,,,No,,,Sin tendencia
12IDL2-12974,Desarrolla innovación con I+D,Subsidio,"Linea 2, Proyecto De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81380500-6,UNIVERSIDAD AUSTRAL DE CHILE,optimización y validacion de kit pcr tiempo real para el diagnostico de tuberculosis animal en sangre y leche,"optimizar, validar e insertar el test de pcr tiempo real boviman™, como nueva herramienta certera y específica para confirmar la presencia del patógeno de la tuberculosis animal en muestras de sangre y leche.",2012,$130.349.043,$76.961.449,$76.961.449,,Proceso,Ganadero,No,Masculino,No,,,,,Región de Los Ríos,Grande,1993-01-01,Educación,,,,,No,,,Sin tendencia
12IDL1-13288,Desarrolla innovación con I+D,Subsidio,"Linea 1, Perfil De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,76031369-6,CONSORCIO DE DESARROLLO TECNOLOGICO APICOLA S.A.,desarrollo de biopesticidas a partir de propóleos para el control de botrytis en arándanos,desarrollar biopesticidas a partir de propóleos chilenos para el control de botrytis sp. en arándanos,2012,$9.711.000,$2.451.200,$2.451.200,,Proceso,Agrícola (excepto cultivo de uvas),No,Masculino,Sí,ODS2,2.4,No,,Región de Los Ríos,Pequeña,2010-01-08,Servicios de ingeniería o de conocimiento,,Producción Sostenible,,,No,,,Sin tendencia
12IDL1-13239,Desarrolla innovación con I+D,Subsidio,"Linea 1, Perfil De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81494400-K,UNIVERSIDAD DE CONCEPCIÓN,introducción de materiales lignocelulósicos alternativos para fabricación de tableros de fibra,"diversificar y evaluar el uso de materiales lignocelulósicos como fuente de materias primas alternativas, para la producción de tableros de fibras sin alterar la calidad del producto.",2012,$13.000.000,$3.750.000,$3.750.000,,Proceso,Forestal,No,Femenino,Sí,ODS12,12.4,No,,Región del Biobío,Grande,1993-01-01,Agrícola (excepto vitivinícola),,Producción Sostenible,,,No,,,Sin tendencia
12IDL1-13238,Desarrolla innovación con I+D,Subsidio,"Linea 1, Perfil De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81494400-K,UNIVERSIDAD DE CONCEPCIÓN,desarrollo de capsulas biodegradables para su utilización en semillas artificiales de pinus radiata,evaluar el desarrollo de capsulas biodegradables para su utilización en semillas artificiales de pinus radiata.,2012,$14.960.000,$3.740.000,$3.740.000,,Producto,Forestal,No,Masculino,Sí,ODS15,15.b,Sí,Suministro Circular,Región del Biobío,Grande,1993-01-01,Agrícola (excepto vitivinícola),Intercambiar,Economía Circular,R1 Repensar,Uso y fabricación de productos más inteligentes,No,,,Sin tendencia
12IDL1-13216,Desarrolla innovación con I+D,Subsidio,"Linea 1, Perfil De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81494400-K,UNIVERSIDAD DE CONCEPCIÓN,paquete tecnológico para la obtención de metano como sustituto de gn a partir de gasificación catalitica de biomasa seca,"desarrollar un paquete tecnológico que permita implementar  la gasificación catalítica de biomasa integrada a una etapa de metanización del gas de síntesis producido para la producción de gas natural sintético (sng), como sustituto de gas natural fósil.",2012,$15.000.000,$4.000.000,$4.000.000,,Proceso,Energético,No,Femenino,Sí,ODS7,7.2,Sí,Suministro Circular,Región del Biobío,Grande,1993-01-01,Agrícola (excepto vitivinícola),Intercambiar,Economía Circular,R0 Rechazar,Uso y fabricación de productos más inteligentes,No,,Biocombustible,Sin tendencia
12IDL1-13189,Desarrolla innovación con I+D,Subsidio,"Linea 1, Perfil De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81380500-6,UNIVERSIDAD AUSTRAL DE CHILE,prospección de conceptos tecnológicos para el desarrollo de turbinas mareomotrices para el sector acuícola,"el objetivo general del proyecto es identificar un concepto tecnológico óptimo para una turbina mareomotriz apta para operar en centros de cultivo acuícola en el mar interior y canales de la zona austral de nuestro país. para este fin se pretende evaluar distintos conceptos tecnológicos y desarrollar una tecnología escalable y modular, capaz de cubrir los requerimientos energéticos de un centro de cultivo acuícola generando electricidad con bajas velocidades de corriente, buscando un compromiso óptimo para obtener una máxima robustez y un mímimo costo de fabricación y operación. esta evaluación utilizará herramientas avanzadas de ingeniería (software de simulación), mediciones en terreno y los contactos con los potenciales proveedores de tecnología. como meta se pretende obtener un dispositivo capaz de reducir los costos de generación eléctrica en un 30% respecto a la generación eléctrica con petróleo diésel.",2012,$15.000.000,$3.980.000,$3.980.000,,Producto,Pesca y acuicultura,No,Masculino,Sí,ODS7,7.2,Sí,Suministro Circular,Región de Los Ríos,Grande,1993-01-01,Educación,Intercambiar,Economía Circular,R0 Rechazar,Uso y fabricación de productos más inteligentes,No,,Energía mareomotriz,Sin tendencia
12IDL1-13184,Desarrolla innovación con I+D,Subsidio,"Linea 1, Perfil De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81380500-6,UNIVERSIDAD AUSTRAL DE CHILE,mecanismo de detección de calidad de filetes de salmón mediante técnicas de ultrasonido y visión artificial,diseñar  un  novedoso proyecto l2 de corfo en la línea de control de calidad automático para  la industria del salmón mediante técnicas de ultrasonido y  visión artificial,2012,$12.320.000,$3.084.000,$3.084.000,,Proceso,Pesca y acuicultura,No,Femenino,No,,,,,Región de Los Ríos,Grande,1993-01-01,Educación,,,,,No,,,Sin tendencia
12IDL1-13173,Desarrolla innovación con I+D,Subsidio,"Linea 1, Perfil De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,70300000-2,FUNDACIÓN CHILE,"desarrollo de un tratamiento biologico contra el piojo de mar, caligus sp,  en el cultivo de salmonidos","desarrollar un tratamiento biologico contra el caligus para ser aplicado en el cultivo de salmonidos:  corresponde a un desarrollo tecnológico orientado a generar un sistema de control biológico del caligus que parasita a los salmones, utilizando para ello al robalo, un pez endémico y ramoneador de las costas chilenas.",2012,$12.969.000,$5.000.000,$5.000.000,,Proceso,Pesca y acuicultura,No,Masculino,No,,,,,Región de los Lagos,Grande,1993-01-01,Comercio y retail,,,,,No,,,Sin tendencia
12IDL1-13157,Desarrolla innovación con I+D,Subsidio,"Linea 1, Perfil De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,81380500-6,UNIVERSIDAD AUSTRAL DE CHILE,"butirato en leche, nuevos productos funcionales para mejorar la competitividad de la industria láctea","identificar a través de modelación estadística las principales variables productivas asociadas con el contenido de butirato en grasa láctea, con el objetivo de desarrollar productos lácteos enriquecidos en butirato.",2012,$2.420.000,$700.000,$700.000,,Producto,Comercio y retail,No,Masculino,No,,,,,Región de los Lagos,Grande,1993-01-01,Educación,,,,,No,,,Sin tendencia
12IDL1-13140,Desarrolla innovación con I+D,Subsidio,"Linea 1, Perfil De I+D Aplicada",Programa de I+D Aplicada,FINALIZADO,Persona Jurídica constituida en Chile,60911006-6,UNIVERSIDAD DEL BÍO BÍO,"polipan desarrollo de envases biodegradables, para la industria alimentaria, a partir de residuos industriales de panadería","desarrollar e innovar en la producción de acido poliláctico (apl), utilizando un proceso de biotransformación de residuos de la industria panadera como pan y masas que cumplieron su vida útil, para la obtención, purificación y caracterización de ácido láctico, utilizando esta materia prima para la polimerización de ácido poliláctico y su transformación a envases biodegradables, destinados a la industria transformadora del plástico, en especial a productos para envasado de alimentos en chile. sustituyendo como materia prima los derivados de petróleo y utilizando productos de desecho.   la iniciativa se presenta en esta ocasión a nivel de perfil y pretende transitar desde esta fase a la siguiente de investigación y desarrollo de tecnologías probadas a nivel planta piloto e industrial, por la de valorización y protección (patentamiento),  finalmente empaquetamiento  y comercialización del know-how tecnológico desarrollado.",2012,$6.400.000,$1.600.000,$1.600.000,,Producto,Alimentos (excepto producción de vino y derivados),No,Masculino,Sí,ODS12,12.3,Sí,Suministro Circular,Región del Biobío,Grande,1993-01-01,Educación,Ecodiseño,Economía Circular,R0 Rechazar,Uso y fabricación de productos más inteligentes,No,,,Sin tendencia
